filename,text,type,slug
"Gato.mp4","Gato","word","gato"
"Aparato_que_sirve_para_levantar_vehículos_y_cargas_a_poca_altura.mp4","Aparato que sirve para levantar vehículos y cargas a poca altura.","definition","gato"
"Cuando_el_carro_se_pinchó,_con_el_gato_se_levantó_y_se_cambió_la_llanta,_para_luego_continuar_el_viaje.mp4","Cuando el carro se pinchó, con el gato se levantó y se cambió la llanta, para luego continuar el viaje.","example","gato"
"Hospital.m4v","Hospital","word","hospital"
"Establecimiento_en_el_que_se_proporciona_atención_médica_y_se_pueden_internar_enfermos.m4v","Establecimiento en el que se proporciona atención médica y se pueden internar enfermos.","definition","hospital"
"Cerca_de_mi_casa_hay_un_hospital_grande.m4v","Cerca de mi casa hay un hospital grande.","example","hospital"
"Herramienta.mp4","Herramienta","word","herramienta"
"Instrumento_o_conjunto_de_instrumentos,_por_lo_general_de_hierro_u_otros_materiales,_con_los_que_se_hacen_trabajos_manuales.mp4","Instrumento o conjunto de instrumentos, por lo general de hierro u otros materiales, con los que se hacen trabajos manuales.","definition","herramienta"
"La_caja_de_herramientas_de_mi_esposo_es_muy_completa.mp4","La caja de herramientas de mi esposo es muy completa.","example","herramienta"
"Hoy.m4v","Hoy","word","hoy"
"En_el_día_en_el_que_se_está_hablando.m4v","En el día en el que se está hablando.","definition","hoy"
"Hoy,_yo_voy_a_una_entrevista_para_ver_si_me_seleccionan_para_ingresar_a_trabajar.m4v","Hoy, yo voy a una entrevista para ver si me seleccionan para ingresar a trabajar.","example","hoy"
"Hace_mucho_tiempo.m4v","Hace mucho tiempo","word","hace-mucho-tiempo"
"En_un_momento_anterior,_muy_lejano_del_actual.m4v","En un momento anterior, muy lejano del actual.","definition","hace-mucho-tiempo"
"Hace_mucho_tiempo,_mi_abuelo_estudio_y_se_graduó_de_bachiller.m4v","Hace mucho tiempo, mi abuelo estudio y se graduó de bachiller.","example","hace-mucho-tiempo"
"Helicóptero.m4v","Helicóptero","word","helicoptero"
"Medio_de_transporte_aéreo_que_se_mueve_gracias_a_una_gran_hélice_horizontal,_accionada_por_un_motor.m4v","Medio de transporte aéreo que se mueve gracias a una gran hélice horizontal, accionada por un motor.","definition","helicoptero"
"El_grupo_de_militares_estaban_en_una_reunión_y_decidieron_en_forma_conjunta_comprar_cinco_helicópteros_para_la_guerra.m4v","El grupo de militares estaban en una reunión y decidieron en forma conjunta comprar cinco helicópteros para la guerra.","example","helicoptero"
"Hacer.m4v","Hacer","word","hacer"
"Llevar_a_cabo_una_acción.m4v","Llevar a cabo una acción.","definition","hacer"
"En_la_oficina,_mi_compañero_de_trabajo_me_pregunta_¿Mañana_qué_hace._Yo_le_respondo_Mañana,_voy_a_una_conferencia.m4v","En la oficina, mi compañero de trabajo me pregunta: ""¿Mañana qué hace?"". Yo le respondo: ""Mañana, voy a una conferencia"".","example","hacer"
"Hora.m4v","Hora","word","hora"
"Cada_una_de_las_12__partes_de_60_minutos_en_que_se_divide_el_día_solar.m4v","Cada una de las 12  partes de 60 minutos en que se divide el día solar.","definition","hora"
"Cuando_entro_al_hotel_veo_tres_relojes,_uno_con_la_hora_de_Nueva_York,_otro_con_la_de__Bogotá,_y_el_otro_la_de_Tokio._Es_extraño_todas_son_diferentes.m4v","Cuando entro al hotel veo tres relojes, uno con la hora de Nueva York, otro con la de  Bogotá, y el otro la de Tokio. Es extraño todas son diferentes.","example","hora"
"Hotel_(1).m4v","Hotel (1)","word","hotel-2"
"Lugar_en_el_que_se_alojan_temporalmente_las_personas.m4v","Lugar en el que se alojan temporalmente las personas.","definition","hotel-2"
"Unas_personas_viajan_a_Cartagena_y_entran_a_un_hotel_muy_alto_y_elegante.m4v","Unas personas viajan a Cartagena y entran a un hotel muy alto y elegante.","example","hotel-2"
"Hermano.m4v","Hermano","word","hermano"
"Persona_que,_respecto_a_otra,_es_hija_de_los_mismos_padres_o_al_menos_de_uno_de_ellos.m4v","Persona que, respecto a otra, es hija de los mismos padres o al menos de uno de ellos.","definition","hermano"
"Mi_abuela_está_muy_vieja_y_mi_hermano_le_da_de_comer.m4v","Mi abuela está muy vieja y mi hermano le da de comer.","example","hermano"
"Hijo.m4v","Hijo","word","hijo"
"Persona_respecto_a_sus_padres.m4v","Persona respecto a sus padres.","definition","hijo"
"El_hijo_va_a_la_cita_con_el_odontólogo.m4v","El hijo va a la cita con el odontólogo","example","hijo"
"Horno_Microondas.mp4","Horno Microondas","word","horno-microondas"
"Aparato_eléctrico_que_sirve_para_calentar_y_cocinar_rápidamente_alimentos.mp4","Aparato eléctrico que sirve para calentar y cocinar rápidamente alimentos.","definition","horno-microondas"
"Cuando_le_dije_que_el_horno_microondas_estaba_sucio_no_me_creyó,_pero_cuando_fue_a_ver,_vio_que_era_cierto.mp4","Cuando le dije que el horno microondas estaba sucio no me creyó, pero cuando fue a ver, vio que era cierto.","example","horno-microondas"
"Hogar.m4v","Hogar","word","hogar-2"
"Familia_o_grupo_de_personas_emparentadas_que_viven_juntas_en_un_lugar.m4v","Familia o grupo de personas emparentadas que viven juntas en un lugar.","definition","hogar-2"
"Mi_amigo_me_invito_a_ir_a_donde_su_familia,_es_muy_bonita._Es_un_hogar_donde_se_comparte_y_son_amorosos.m4v","Mi amigo me invito a ir a donde su familia, es muy bonita. Es un hogar donde se comparte y son amorosos.","example","hogar-2"
"Impresora.mp4","Impresora","word","impresora"
"Máquina_que_se_conecta_a_un_computador_y_que_sirve_para_reproducir_sobre_papel_la_información.mp4","Máquina que se conecta a un computador y que sirve para reproducir sobre papel la información.","definition","impresora"
"Terminé_de_digitar_el_informe,_lo_tengo_en_una_USB,_te_pregunto,_¿Dónde_hay_una_impresora.mp4","Terminé de digitar el informe, lo tengo en una USB, te pregunto, ¿Dónde hay una impresora?","example","impresora"
"Iglesia_(2).m4v","Iglesia (2)","word","iglesia-2-2"
"Edificio_destinado_a_un_culto_religioso.m4v","Edificio destinado a un culto religioso.","definition","iglesia-2-2"
"Un_grupo_de_profesionales_en_arquitectura_se_reunieron_a_discutir_sobre_la_idea_de_realizar_un_proyecto_para_construir_una_iglesia_de_estructura_no_convencional._Diseñaron_una_iglesia_con_el_techo_de.m4v","Un grupo de profesionales en arquitectura se reunieron a discutir sobre la idea de realizar un proyecto para construir una iglesia de estructura no convencional. Diseñaron una iglesia con el techo de formas alargadas que terminaban en punta, en el centro una torre alta con una cruz en la cima. Cuando estuvo construida, llegaron muchas personas que aprobaron la calidad de la construcción.","example","iglesia-2-2"
"Iglesia_(1).m4v","Iglesia (1)","word","iglesia-1"
"Edificio_destinado_a_un_culto_religioso.m4v","Edificio destinado a un culto religioso.","definition","iglesia-1"
"Un_hombre_viajó_en_avión_a_la_ciudad_de_Barcelona._Al_llegar,_cuando_iba_caminando_por_la_ciudad,_observó_con_gran_admiración_la_enorme_y_hermosa_obra_de_arte_que_era_la_iglesia_a_que_cual_le_tomo.m4v","Un hombre viajó en avión a la ciudad de Barcelona. Al llegar, cuando iba caminando por la ciudad, observó con gran admiración la enorme y hermosa obra de arte que era la iglesia a que cual le tomó varias fotografías.","example","iglesia-1"
"Idea.m4v","Idea","word","idea"
"Ocurrencia_inesperada_y_original_para_realizar_algo.m4v","Ocurrencia inesperada y original para realizar algo.","definition","idea"
"Estaba_reunido_con_mis_amigos_y_estábamos__aburridos._De_pronto_se_me_ocurrió_una_idea_¿Por_qué_no_nos_vamos_a_bailar.m4v","Estaba reunido con mis amigos y estábamos  aburridos. De pronto se me ocurrió una idea: ""¿Por qué no nos vamos a bailar?"".","example","idea"
"Infección.m4v","Infección","word","infeccion"
"Alteración_en_el_funcionamiento_de_alguna_parte_del_cuerpo_provocada_por_una_bacteria,_un_virus_o_un_hongo.m4v","Alteración en el funcionamiento de alguna parte del cuerpo provocada por una bacteria, un virus o un hongo.","definition","infeccion"
"El_niño_tiene_una_infección_en_el_oído_debido_a_que_ayer_estuvo_en_la_piscina.m4v","El niño tiene una infección en el oído debido a que ayer estuvo en la piscina.","example","infeccion"
"Inteligente.m4v","Inteligente","word","inteligente"
"Que_tiene_gran_capacidad_para_razonar,_resolver_problemas_y,_por_lo_general,_un_gran_número_de_conocimientos.m4v","Que tiene gran capacidad para razonar, resolver problemas y, por lo general, un gran número de conocimientos.","definition","inteligente"
"Yo_veo_a_dos_personas_que_van_a_pasar_una_avenida,_una_se_pasa_por_entre_los_carros_y_la_otra_por_el_puente_peatonal._Yo_veo_que_la_persona_que_pasa_por_el_puente_es_más_inteligente_que_la_otra.m4v","Yo veo a dos personas que van a pasar una avenida, una se pasa por entre los carros y la otra por el puente peatonal. Yo veo que la persona que pasa por el puente es más inteligente que la otra.","example","inteligente"
"Internet.mp4","Internet","word","internet"
"Sistema_de_interconexión_mundial_con_diferentes_redes_de_información.mp4","Sistema de interconexión mundial con diferentes redes de información.","definition","internet"
"En_internet_digité_Sordo_y_se_desplegó_mucha_información_que_desconocía.mp4","En internet digité ""Sordo"" y se desplegó mucha información que desconocía.","example","internet"
"Interesar.m4v","Interesar","word","interesar"
"Sentir_inclinación_por_alguien_por_algo.m4v","Sentir inclinación por alguien por algo.","definition","interesar"
"Yo_conozco_diversas_lenguas_habladas_pero_la_que_me_interesa_aprender_es_la_Lengua_de_Señas_Colombiana.m4v","Yo conozco diversas lenguas habladas pero la que me interesa aprender es la Lengua de Señas Colombiana.","example","interesar"
"Invitar.m4v","Invitar","word","invitar"
"Instar_cortésmente_a_alguien_para_que_asista_a_un_lugar_para_que_haga_algo.m4v","Instar cortésmente a alguien para que asista a un lugar para que haga algo.","definition","invitar"
"Mi_amiga_me_envió_una_tarjeta_invitándome_a_su_fiesta_de_matrimonio_que_se_realizará_el_próximo_domingo.m4v","Mi amiga me envió una tarjeta invitándome a su fiesta de matrimonio que se realizará el próximo domingo.","example","invitar"
"Ignorar.m4v","Ignorar","word","ignorar"
"No_prestar_atención_a_alguien.m4v","No prestar atención a alguien.","definition","ignorar"
"Mi_familia_me_ignora_porque_yo_soy_grosero,_desobediente_y_tengo_una_mala_actitud.m4v","Mi familia me ignora porque yo soy grosero, desobediente y tengo una mala actitud.","example","ignorar"
"Infiel.m4v","Infiel","word","infiel"
"Que_no_corresponde_al_compromiso_o_a_la_confianza_depositada_en_él.m4v","Que no corresponde al compromiso o a la confianza depositada en él.","definition","infiel"
"En_general,_la_mayoría_de_las_parejas_se_están_separando_por_culpa_de_la_infidelidad._Es_importante_solucionar_este_problema_para_que_las_parejas_continúen_juntas.m4v","En general, la mayoría de las parejas se están separando por culpa de la infidelidad. Es importante solucionar este problema para que las parejas continúen juntas.","example","infiel"
"Jueves.m4v","Jueves","word","jueves"
"Cuarto_día_de_la_semana.m4v","Cuarto día de la semana","definition","jueves"
"El_jueves_pasado,_yo_trabajé_muy_duro_realizando_un_documento._Cuando_terminé,_se_lo_entregué_al_profesor._Él_lo_calificó_y_aprobó._Yo_quedé_tranquilo.m4v","El jueves pasado, yo trabajé muy duro realizando un documento. Cuando terminé, se lo entregué al profesor. Él lo calificó y aprobó. Yo quedé tranquilo.","example","jueves"
"Jarra.mp4","Jarra","word","jarra"
"Recipiente_que_se_utiliza_para_contener_y_servir_líquidos.mp4","Recipiente que se utiliza para contener y servir líquidos.","definition","jarra"
"En_la_nevera_está_la_jarra_con_el_jugo_de_naranja.mp4","En la nevera está la jarra con el jugo de naranja.","example","jarra"
"Jamás.m4v","Jamás","word","jamas"
"En_un_momento_anterior_se_realizó,_y_no_se_vuelve_a_realizar_otra_vez.m4v","En un momento anterior se realizó, y no se vuelve a realizar otra vez.","definition","jamas"
"Una_niña_vio_un_perro_se_acercó_a_acariciarlo_y_el_perro_le_mordió_el_labio._La_niña_jamás_volvió_a_consentir_a_un_perro.m4v","Una niña vio un perro se acercó a acariciarlo y el perro le mordió el labio. La niña jamás volvió a consentir a un perro.","example","jamas"
"julio.m4v","julio","word","julio"
"Séptimo_mes_del_año.m4v","Séptimo mes del año.","definition","julio"
"Me_voy_de_paseo_y_cuando_finalice_julio,_vuelvo_aquí_a_seguir_trabajando.m4v","Me voy de paseo y cuando finalice julio, vuelvo aquí a seguir trabajando.","example","julio"
"Jeringa.m4v","Jeringa","word","jeringa"
"Instrumento_médico_que_consta_de_un_tubo_y_un_émbolo,_por_medio_del_cual_se_extraen_o_inyectan_líquidos_en_tejidos_del_cuerpo.m4v","Instrumento médico que consta de un tubo y un émbolo, por medio del cual se extraen o inyectan líquidos en tejidos del cuerpo.","definition","jeringa"
"Una_persona,_que_camina_por_el_hospital,_ve_en_el_piso_muchas_jeringas_regadas.m4v","Una persona, que camina por el hospital, ve en el piso muchas jeringas regadas.","example","jeringa"
"Juicioso.m4v","Juicioso","word","juicioso"
"Que_actúa_con_dedicación_y_constancia_en_su_vida_profesional_y_personal.m4v","Que actúa con dedicación y constancia en su vida profesional y personal.","definition","juicioso"
"Cuando_entro_a_la_alcoba_veo_que_está_limpia_y_organizada._¡Ah,_mi_hijo_como_es_de_juicioso!.m4v","Cuando entro a la alcoba veo que está limpia y organizada. ¡Ah, mi hijo como es de juicioso!","example","juicioso"
"Jesús.m4v","Jesús","word","jesus"
"En_las_religiones_cristianas,_el_hijo_de_Dios,_hecho_hombre;_Jesucristo.m4v","En las religiones cristianas, el hijo de Dios, hecho hombre; Jesucristo.","definition","jesus"
"Un_niño_iba_caminando,_de_pronto_vio_unas_personas_adineradas_pero_notó_que_no_eran_felices._Volteó_a_mirar_hacia_otro_lado,_vio_a_Jesús,_él_no_era__adinerado,_era_sencillo,_inspiraba_confianza_y.m4v","Un niño iba caminando, de pronto vio unas personas adineradas pero notó que no eran felices. Volteó a mirar hacia otro lado, vio a Jesús, él no era  adinerado, era sencillo, inspiraba confianza y ayudaba a otros. Notó que estaba feliz.","example","jesus"
"Junio.m4v","Junio","word","junio"
"Sexto_mes_del_año.m4v","Sexto mes del año.","definition","junio"
"Hace_poco,_el_diez_de_Junio,_yo_empecé_a_estudiar_inglés_y_voy_a_seguir_estudiando.m4v","Hace poco, el diez de Junio, yo empecé a estudiar inglés y voy a seguir estudiando.","example","junio"
"Jugar.m4v","Jugar","word","jugar"
"Hacer_cosas_por_diversión.m4v","Hacer cosas por diversión.","definition","jugar"
"Vamos_a_jugar_una_partida_de_ajedrez._Le_apuesto_que_yo_soy_mejor.m4v","Vamos a jugar una partida de ajedrez. Le apuesto que yo soy mejor.","example","jugar"
"Jabón.m4v","Jabón","word","jabon"
"Producto_soluble_en_agua_que_se_utiliza_para_la_higiene_personal.m4v","Producto soluble en agua que se utiliza para la higiene personal.","definition","jabon"
"La_profesora_les_dice_a_los_niños_por__favor_traigan_jabón.m4v","La profesora les dice a los niños: ""por  favor traigan jabón"".","example","jabon"
"Jardín.mp4","Jardín","word","jardin"
"Terreno_con_árboles,_flores_y_plantas_ornamentales.mp4","Terreno con árboles, flores y plantas ornamentales.","definition","jardin"
"En_el_colegio_grande,_las_plantas_del_jardin_están_marchitas,_así_que_los_niños_más_pequeños_fueron_a_arregarlo.mp4","En el colegio grande, las plantas del jardin están marchitas, así que los niños más pequeños fueron a arregarlo.","example","jardin"
"Lámpara.mp4","Lámpara","word","lampara"
"Objeto_que_se_utiliza_como_soporte_o_adorno_de_una_o_varias_luces.mp4","Objeto que se utiliza como soporte o adorno de una o varias luces.","definition","lampara"
"Una_lámpara_adaptada_para_Sordos,_le_sirve_como_despertador_al_prenderse_y_apagarse_rápidamente.mp4","Una lámpara adaptada para Sordos, le sirve como despertador al prenderse y apagarse rápidamente.","example","lampara"
"Ladrillo.mp4","Ladrillo","word","ladrillo"
"Pieza_de_barro_cocido,_en_forma_de_prisma_rectangular,_que_se_emplea_en_albañilería.mp4","Pieza de barro cocido, en forma de prisma rectangular, que se emplea en albañilería.","definition","ladrillo"
"Como_se_le_acabaron_los_ladrillos_al_albañil_mientras_levantaba_la_pared,_pidió_30_ladrillos_más.mp4","Como se le acabaron los ladrillos al albañil mientras levantaba la pared, pidió 30 ladrillos más.","example","ladrillo"
"Loco.m4v","Loco","word","loco"
"Que_actúa_sin_reflexionar,_sin_medir_las_consecuencias.m4v","Que actúa sin reflexionar, sin medir las consecuencias.","definition","loco"
"Cuando_entre_al_laboratorio_vi__explosiones_y_pregunte_¿Qué_paso._Me_contaron_que_era_un_profesor_loco_que_estaba_haciendo_un_experimento_y_se_le_explotó.m4v","Cuando entre al laboratorio vi  explosiones y pregunte: ""¿Qué paso?"". Me contaron que era un profesor loco que estaba haciendo un experimento y se le explotó.","example","loco"
"Lana.mp4","Lana","word","lana"
"Material_hecho_del_pelo_de_las_ovejas_usado_para_elaborar_prendas_de_vestir_como__gorros,_guantes,_bufandas,_medias,_etc.mp4","Material hecho del pelo de las ovejas usado para elaborar prendas de vestir como:  gorros, guantes, bufandas, medias, etc.","definition","lana"
"Esa_mujer_sabe_tejer_en_lana,_hizo_una_bufanda_que_le_quedo_perfecta_y_se_la_dio_a_la_abuela.mp4","Esa mujer sabe tejer en lana, hizo una bufanda que le quedo perfecta y se la dio a la abuela.","example","lana"
"Lejos.m4v","Lejos","word","lejos"
"A_cierta_distancia,_generalmente_grande,_en_el_espacio_o_en_el_tiempo.m4v","A cierta distancia, generalmente grande, en el espacio o en el tiempo.","definition","lejos"
"Mi_casa_queda_muy_lejos_de_la_oficina.m4v","Mi casa queda muy lejos de la oficina","example","lejos"
"Librería.m4v","Librería","word","libreria"
"Establecimiento_dedicado_a_la_venta_de_libros.m4v","Establecimiento dedicado a la venta de libros.","definition","libreria"
"Fui_a_varias_librerías_a_preguntar_un_libro_de_un_tema_importante_y_muy_interesante,_pero_no_lo_encontré._¡Lástima!.m4v","Fui a varias librerías a preguntar un libro de un tema importante y muy interesante, pero no lo encontré. ¡Lástima!","example","libreria"
"Líder.m4v","Líder","word","lider"
"Persona_que_orienta,_a_un_grupo_y_es_reconocida_por_los_miembros_de_este.m4v","Persona que orienta, a un grupo y es reconocida por los miembros de este.","definition","lider"
"Las_personas_en_el_barco_necesitaban_un_líder_y_estaban_buscando_quién_podría_ser.__Me_ofrecieron_la_asignación_y_yo_acepte.m4v","Las personas en el barco necesitaban un líder y estaban buscando quién podría ser.  Me ofrecieron la asignación y yo acepte.","example","lider"
"Llevar.m4v","Llevar","word","llevar"
"Trasladar_algo_hacia_un_lugar.m4v","Trasladar algo hacia un lugar.","definition","llevar"
"Me_voy_con_mis_amigos_a_un_paseo_y_pienso_Debo_llevar_varias_cosas_una_toalla,_un_vestido_con_tirantas_y_ajustado,_y_un_vestido_de_baño_de_dos_piezas.m4v","Me voy con mis amigos a un paseo y pienso: ""Debo llevar varias cosas: una toalla, un vestido con tirantas y ajustado, y un vestido de baño de dos piezas"".","example","llevar"
"Luna_de_Miel.m4v","Luna de Miel","word","luna-de-miel"
"Temporada_de_intimidad_conyugal_inmediatamente_posterior_al_matrimonio.m4v","Temporada de intimidad conyugal inmediatamente posterior al matrimonio.","definition","luna-de-miel"
"Mis_amigos_se_casaron_y_por_la_tarde_viajan_en_avión_de_luna_de_miel_a_San_Andres.m4v","Mis amigos se casaron y por la tarde viajan en avión de luna de miel a San Andres.","example","luna-de-miel"
"Lunes.m4v","Lunes","word","lunes"
"Primer_día_de_la_semana.m4v","Primer día de la semana.","definition","lunes"
"El_próximo_lunes_festivo,_nos_vamos_a_pasear.m4v","El próximo lunes festivo, nos vamos a pasear.","example","lunes"
"Lavadora.mp4","Lavadora","word","lavadora"
"Aparato_automático_en_que_se_hecha_ropa_para_ser_lavada,_se_aplica_para_el_uso_doméstico.mp4","Aparato automático en que se hecha ropa para ser lavada, se aplica para el uso doméstico.","definition","lavadora"
"Todos_los_sábados,_la_ropa_sucia_acumulada_la_pongo_en_la_lavadora.mp4","Todos los sábados, la ropa sucia acumulada la pongo en la lavadora.","example","lavadora"
"Miércoles.m4v","Miércoles","word","miercoles"
"Tercer_día_de_la_semana.m4v","Tercer día de la semana.","definition","miercoles"
"El_próximo_miércoles_a_las_dos_de_la_tarde__iré_a_cita_con_el_odontólogo.m4v","El próximo miércoles a las dos de la tarde  iré a cita con el odontólogo.","example","miercoles"
"Mayo.m4v","Mayo","word","mayo"
"Quinto_mes_del_año.m4v","Quinto mes del año.","definition","mayo"
"Mayo_es_el_mes_en_que_se_celebra_el_día_de_la_madre._Nosotros_nos_vamos_a_reunir_en_familia_para_ponernos_de_acuerdo_en_la_compra_del_regalo_de_mamá.m4v","Mayo es el mes en que se celebra el día de la madre. Nosotros nos vamos a reunir en familia para ponernos de acuerdo en la compra del regalo de mamá.","example","mayo"
"Millón.m4v","Millón","word","millon"
"Diez_veces_cien_mil.m4v","Diez veces cien mil.","definition","millon"
"El_lunes_festivo_en_la_entrada_a_Bogotá_había_trancón._Entraron_un_millón_de_carros.m4v","El lunes festivo en la entrada a Bogotá había trancón. Entraron un millón de carros.","example","millon"
"Medias.mp4","Medias","word","medias"
"Prenda_de_vestir_que_cubre_desde_el_pie_hasta_debajo_de_la_rodilla.mp4","Prenda de vestir que cubre desde el pie hasta debajo de la rodilla.","definition","medias"
"Una_persona_cree_que_ya_acabó_de_vestirse._Pero_no._Busca_las_medias,_las_encuentra,_se_tranquiliza_y_se_las_pone.mp4","Una persona cree que ya acabó de vestirse. Pero no. Busca las medias, las encuentra, se tranquiliza y se las pone.","example","medias"
"Machismo.m4v","Machismo","word","machismo"
"Comportamiento_e_ideología_de_las_personas_que_discriminan_a_la_mujer_por_considerar_que_el_hombre_es_superior.m4v","Comportamiento e ideología de las personas que discriminan a la mujer por considerar que el hombre es superior.","definition","machismo"
"Me_contaron_que_ayer_hubo_una_manifestación_de_las_mujeres_que_estaban_en_desacuerdo_con_la_opresión_de_los_hombres_machistas.m4v","Me contaron que ayer hubo una manifestación de las mujeres que estaban en desacuerdo con la opresión de los hombres machistas.","example","machismo"
"Mas_tarde.m4v","Mas tarde","word","mas-tarde"
"Un_tiempo_después.m4v","Un tiempo después.","definition","mas-tarde"
"Mis_amigos_estaban_en_la_reunión_y_yo_llegue_más_tarde.m4v","Mis amigos estaban en la reunión y yo llegue más tarde.","example","mas-tarde"
"Martes.m4v","Martes","word","martes"
"Segundo_día_de_la_semana.m4v","Segundo día de la semana.","definition","martes"
"El_próximo_martes,_los_tiquetes_para_entrar_a_cine_son_más_baratos._¡Ah,_vamos_a_cómpralos!.m4v","El próximo martes, los tiquetes para entrar a cine son más baratos. ¡Ah, vamos a cómpralos!","example","martes"
"Mes.m4v","Mes","word","mes"
"Cada_una_de_las_doce_partes_en_que_se_divide_el_año.m4v","Cada una de las doce partes en que se divide el año.","definition","mes"
"El_próximo_mes_voy_a_invitarlos_a_celebrar_el_cumple_años_de_mi_hija.m4v","El próximo mes voy a invitarlos a celebrar el cumple años de mi hija.","example","mes"
"Molestar.m4v","Molestar","word","molestar"
"Hacer_algo_a_una_persona_o_animal_para_que_pierda_la_tranquilidad_o_bienestar._En_ocasiones_causa_incomodidad_y_en_otras,_risa.m4v","Hacer algo a una persona o animal para que pierda la tranquilidad o bienestar. En ocasiones causa incomodidad y en otras, risa.","definition","molestar"
"Estábamos_en_una_reunión_de_mujeres_trabajando_y_llegó_un_hombre_a_molestar.m4v","Estábamos en una reunión de mujeres trabajando y llegó un hombre a molestar.","example","molestar"
"Mil.m4v","Mil","word","mil"
"Diez_veces_cien.m4v","Diez veces cien.","definition","mil"
"Al_concierto_asistieron_más_o_menos_mil_personas.m4v","Al concierto asistieron más o menos mil personas.","example","mil"
"Moto.m4v","Moto","word","moto"
"Vehículo,_de_dos_ruedas.m4v","Vehículo, de dos ruedas.","definition","moto"
"Mi_amigo_está_pensando_comprar_una_moto_grande,_para_mostrársela_a_las_mujeres,_conseguir_una_mujer_montarla_en_la_moto_y_sentirse_orgulloso_de_eso.m4v","Mi amigo está pensando comprar una moto grande, para mostrársela a las mujeres, conseguir una mujer montarla en la moto y sentirse orgulloso de eso.","example","moto"
"Mostrar.m4v","Mostrar","word","mostrar"
"Manifestar_o_poner_manifestó_una_cosa.m4v","Manifestar o poner manifestó una cosa.","definition","mostrar"
"Yo_le_dije_a_mi_familia_que_fuéramos_al_museo_y_allí_había_una_persona_que_nos_mostró_una_pintura._¡Uy,_esa_pintura_estaba_perfecta!.m4v","Yo le dije a mi familia que fuéramos al museo y allí había una persona que nos mostró una pintura. ¡Uy, esa pintura estaba perfecta!","example","mostrar"
"Mucho.m4v","Mucho","word","mucho"
"Que_es_abundante,_numeroso_en_elementos,_en_tiempo_o_en_grado_al_realizar_una_acción.m4v","Que es abundante, numeroso en elementos, en tiempo o en grado al realizar una acción","definition","mucho"
"Cuando_entre_a_la_biblioteca,_vi_muchos_libros_organizados_en_los_estantes.m4v","Cuando entre a la biblioteca, vi muchos libros organizados en los estantes.","example","mucho"
"Miedo.m4v","Miedo","word","miedo"
"Sensación_de_temor_que_se_experimenta_ante_algún_peligro_o_ante_algo_desconocido.m4v","Sensación de temor que se experimenta ante algún peligro o ante algo desconocido.","definition","miedo"
"Un_hombre_alto,_corpulento_y_fuerte_va_caminando._Al_ver_un_ratón,_le_da_mucho_miedo.m4v","Un hombre alto, corpulento y fuerte va caminando. Al ver un ratón, le da mucho miedo.","example","miedo"
"Mañana.m4v","Mañana","word","manana"
"El_día_siguiente_al_de_hoy.m4v","El día siguiente al de hoy.","definition","manana"
"Mañana,_en_el_colegio_no_hay_clase,_y_los_estudiantes_están_felices.m4v","Mañana, en el colegio no hay clase, y los estudiantes están felices.","example","manana"
"Mareo.m4v","Mareo","word","mareo"
"Trastorno_del_sentido_del_equilibrio_que_produce_náuseas,_sudores_y_palidez.m4v","Trastorno del sentido del equilibrio que produce náuseas, sudores y palidez.","definition","mareo"
"Hace_tiempo,_fui_a_un_paseo_en_barco,_el_barco_se_movía_mucho_y_me_dio_mareo.m4v","Hace tiempo, fui a un paseo en barco, el barco se movía mucho y me dio mareo.","example","mareo"
"Mamá.m4v","Mamá","word","mama"
"Mujer_que_ha_tenido_hijos,_con_respecto_a_estos.m4v","Mujer que ha tenido hijos, con respecto a estos.","definition","mama"
"Generalmente,_las_mamás_cuidan_a_sus_bebés.m4v","Generalmente, las mamás cuidan a sus bebés.","example","mama"
"Milagro.m4v","Milagro","word","milagro"
"Acontecimiento_extraordinario_y_maravilloso,_producto_de_la_intervención_divina_o_de_otra_fuerza_sobrenatural.m4v","Acontecimiento extraordinario y maravilloso, producto de la intervención divina o de otra fuerza sobrenatural.","definition","milagro"
"Dos_personas_sordas_mientras_viajan_en_automóvil_conversan_en_lengua_de_señas_y_sufren_un_accidente._Las_personas_que_están_cerca_van_a_prestar_ayuda_encontrando_que_se_están_bien_de_salud_y_excla.m4v","Dos personas sordas mientras viajan en automóvil conversan en lengua de señas y sufren un accidente. Las personas que están cerca van a prestar ayuda encontrando que se están bien de salud y exclaman: ¡es un milagro!","example","milagro"
"Marzo.m4v","Marzo","word","marzo"
"Tercer_mes_del_año.m4v","Tercer mes del año.","definition","marzo"
"El_próximo_quince_de_marzo,_voy_a_invitar_a_la_familia_para_celebrar_el_cumpleaños_de_mi_abuelo.m4v","El próximo quince de marzo, voy a invitar a la familia para celebrar el cumpleaños de mi abuelo.","example","marzo"
"Museo.m4v","Museo","word","museo"
"Lugar_en_el_que_se_conservan_y_exhiben_colecciones_de_objetos_de_valor_artístico_o_de_interés_histórico_o_científico.m4v","Lugar en el que se conservan y exhiben colecciones de objetos de valor artístico o de interés histórico o científico.","definition","museo"
"Las_personas_entran_al_museo_del_oro_de_Bogotá_y_ven_diversidad_de_narigueras,_aretes_y_pectorales,_todo_lo_que_ven_allí_es_muy_deslumbrante.m4v","Las personas entran al museo del oro de Bogotá y ven diversidad de narigueras, aretes y pectorales, todo lo que ven allí es muy deslumbrante.","example","museo"
"Misa.m4v","Misa","word","misa"
